id,parent_id/id,tax_ids/id,code,name,type,user_type/id,reconcile,note
pcg_5314,pcg_531,,5314,Caisse en devises,Regular,account.data_account_type_cash,False,
pcg_532,pcg_53,,532,Caisse succursale (ou usine) A,Regular,account.data_account_type_cash,False,
pcg_533,pcg_53,,533,Caisse succursale (ou usine) B,Regular,account.data_account_type_cash,False,
pcg_54,pcg_Classe_5,,54,Régies d'avances et accréditifs,View,account.data_account_type_view,False,
pcg_58,pcg_Classe_5,,58,Virements internes,View,account.data_account_type_view,True,
pcg_59,pcg_Classe_5,,59,Provisions pour dépréciation des comptes financiers,View,account.data_account_type_view,False,
pcg_590,pcg_59,,590,Provisions pour dépréciation des valeurs mobilières de placement,View,account.data_account_type_view,False,
pcg_5903,pcg_590,,5903,Actions,Regular,account.data_account_type_cash,False,
pcg_5904,pcg_590,,5904,Autres titres conférant un droit de propriété ,Regular,account.data_account_type_cash,False,
pcg_5906,pcg_590,,5906,Obligations,Regular,account.data_account_type_cash,False,
pcg_5908,pcg_590,,5908,Autres valeurs mobilières de placement et créances assimilées (provisions),Regular,account.data_account_type_cash,False,
